1000
3.764571e-01	3.636406e-01	3.333333e-01
3.556051e-01	4.384056e-01	3.333333e-01
9.341698e-01	6.653745e-01	3.333333e-01
3.027820e-01	1.945943e-01	3.333333e-01
3.988813e-01	1.344023e-01	3.333333e-01
2.478962e-01	9.391357e-01	3.333333e-01
1.958820e-01	7.436466e-01	3.333333e-01
6.272975e-02	4.786285e-01	3.333333e-01
6.132899e-01	4.876981e-01	3.333333e-01
6.215205e-01	9.442373e-01	3.333333e-01
3.358159e-01	7.798296e-01	3.333333e-01
1.061482e-01	2.829423e-01	3.333333e-01
1.982514e-01	6.445740e-02	3.333333e-01
5.335095e-01	4.453116e-01	3.333333e-01
2.478893e-01	2.463805e-01	3.333333e-01
4.279547e-01	1.382992e-02	3.333333e-01
3.249864e-01	2.707303e-01	3.333333e-01
6.516704e-01	3.365830e-01	3.333333e-01
2.251847e-01	7.221222e-01	3.333333e-01
9.461280e-01	2.092311e-01	3.333333e-01
5.206325e-01	5.595736e-01	3.333333e-01
9.103233e-01	8.667848e-01	3.333333e-01
8.659969e-02	6.990071e-01	3.333333e-01
6.397518e-01	9.528260e-02	3.333333e-01
3.594049e-01	1.005534e-01	3.333333e-01
9.795955e-01	8.367164e-01	3.333333e-01
1.133201e-01	6.547712e-01	3.333333e-01
7.936449e-01	7.017419e-01	3.333333e-01
3.637836e-01	7.955826e-01	3.333333e-01
3.119703e-01	7.383599e-01	3.333333e-01
5.262571e-01	3.274469e-01	3.333333e-01
1.388812e-01	8.702460e-01	3.333333e-01
9.473888e-01	4.323043e-01	3.333333e-01
9.912067e-01	6.023496e-01	3.333333e-01
9.090676e-01	4.316876e-01	3.333333e-01
2.876125e-01	2.825856e-01	3.333333e-01
4.018965e-01	8.904910e-02	3.333333e-01
5.340935e-01	6.678920e-01	3.333333e-01
6.344256e-01	9.574008e-01	3.333333e-01
6.891187e-01	3.896534e-01	3.333333e-01
1.851866e-01	5.384186e-01	3.333333e-01
3.827954e-01	2.792198e-01	3.333333e-01
1.318268e-01	9.806749e-01	3.333333e-01
1.500820e-02	6.094644e-01	3.333333e-01
3.759316e-01	5.279702e-01	3.333333e-01
8.965697e-01	3.127983e-02	3.333333e-01
3.436556e-01	4.337467e-02	3.333333e-01
2.807599e-01	3.999840e-01	3.333333e-01
8.761550e-01	7.102846e-01	3.333333e-01
2.340501e-01	6.135565e-01	3.333333e-01
7.189028e-01	5.099325e-01	3.333333e-01
8.480782e-01	1.348063e-02	3.333333e-01
5.460753e-02	8.926727e-01	3.333333e-01
4.969023e-01	6.058250e-01	3.333333e-01
7.968403e-01	9.541051e-01	3.333333e-01
7.270285e-02	8.922610e-01	3.333333e-01
3.050963e-01	2.581633e-01	3.333333e-01
9.227731e-01	9.785698e-01	3.333333e-01
5.794521e-01	1.022691e-02	3.333333e-01
8.233522e-01	9.310470e-01	3.333333e-01
2.334160e-01	6.326493e-01	3.333333e-01
1.212434e-01	4.573853e-01	3.333333e-01
9.410365e-01	9.701587e-01	3.333333e-01
9.969461e-01	3.296758e-01	3.333333e-01
2.947214e-01	6.439330e-01	3.333333e-01
2.812729e-01	8.479915e-01	3.333333e-01
7.233105e-01	6.641695e-01	3.333333e-01
8.858696e-01	9.574436e-01	3.333333e-01
5.033924e-01	7.297748e-01	3.333333e-01
3.918520e-01	4.093214e-01	3.333333e-01
8.935222e-01	3.900787e-01	3.333333e-01
3.678016e-02	2.428000e-01	3.333333e-01
2.607315e-01	4.225737e-01	3.333333e-01
9.843662e-01	4.846963e-01	3.333333e-01
3.125582e-01	5.497176e-01	3.333333e-01
2.341685e-01	9.108171e-01	3.333333e-01
5.794658e-01	2.689674e-01	3.333333e-01
7.840677e-01	2.061035e-01	3.333333e-01
3.533444e-02	9.694403e-01	3.333333e-01
5.904520e-01	3.323549e-02	3.333333e-01
3.287055e-01	3.226908e-01	3.333333e-01
2.342581e-01	6.073643e-01	3.333333e-01
6.952741e-02	3.134936e-01	3.333333e-01
9.077299e-01	4.649207e-01	3.333333e-01
5.242282e-01	5.413677e-02	3.333333e-01
5.491391e-01	3.528309e-01	3.333333e-01
1.444335e-01	5.435661e-01	3.333333e-01
8.890795e-01	3.071183e-02	3.333333e-01
5.500034e-01	2.355611e-01	3.333333e-01
1.682043e-01	8.505078e-02	3.333333e-01
9.911847e-01	6.382059e-01	3.333333e-01
2.664213e-01	3.753843e-01	3.333333e-01
9.761316e-01	7.187336e-01	3.333333e-01
9.435121e-01	8.822487e-01	3.333333e-01
5.262175e-01	9.271535e-01	3.333333e-01
3.973349e-01	8.876572e-02	3.333333e-01
9.812706e-01	4.819228e-01	3.333333e-01
1.639784e-01	4.360329e-01	3.333333e-01
5.981367e-01	8.499041e-01	3.333333e-01
7.250299e-01	4.873600e-01	3.333333e-01
7.202245e-01	8.688053e-02	3.333333e-01
3.451593e-01	8.553498e-01	3.333333e-01
5.327354e-01	8.801854e-01	3.333333e-01
5.935728e-01	2.278969e-01	3.333333e-01
9.861620e-01	1.511585e-01	3.333333e-01
1.419661e-01	5.739304e-01	3.333333e-01
2.878011e-01	7.439869e-01	3.333333e-01
5.149594e-01	8.422903e-01	3.333333e-01
4.759988e-01	9.086304e-01	3.333333e-01
4.934498e-01	4.537845e-01	3.333333e-01
3.961497e-01	4.373336e-01	3.333333e-01
2.820979e-01	3.303812e-02	3.333333e-01
1.489327e-01	7.198201e-01	3.333333e-01
6.735623e-01	2.780312e-01	3.333333e-01
3.712611e-01	1.588276e-01	3.333333e-01
3.127997e-01	9.859478e-01	3.333333e-01
7.696817e-01	4.105091e-01	3.333333e-01
6.370106e-01	9.752343e-01	3.333333e-01
5.843385e-01	8.056166e-01	3.333333e-01
9.198679e-01	9.486194e-01	3.333333e-01
5.048173e-01	4.633416e-01	3.333333e-01
7.303864e-01	5.360811e-01	3.333333e-01
9.809476e-02	7.323153e-03	3.333333e-01
4.936659e-01	2.342998e-01	3.333333e-01
1.924447e-01	1.317682e-01	3.333333e-01
7.017656e-01	1.506963e-04	3.333333e-01
4.921029e-02	9.475491e-01	3.333333e-01
9.630166e-01	1.303133e-01	3.333333e-01
4.100986e-01	4.004291e-01	3.333333e-01
5.795931e-01	5.562389e-01	3.333333e-01
4.555164e-01	5.085696e-01	3.333333e-01
1.358988e-01	6.010003e-01	3.333333e-01
2.966928e-01	9.032762e-01	3.333333e-01
3.354277e-01	7.143780e-01	3.333333e-01
8.674959e-01	7.316680e-02	3.333333e-01
6.649098e-01	4.592967e-01	3.333333e-01
7.295962e-01	4.714587e-01	3.333333e-01
5.829108e-01	7.441266e-01	3.333333e-01
7.831877e-01	1.187230e-01	3.333333e-01
5.467439e-01	7.833181e-01	3.333333e-01
6.095810e-01	3.899754e-01	3.333333e-01
1.852182e-01	8.620744e-02	3.333333e-01
4.282314e-01	7.515867e-01	3.333333e-01
6.339608e-01	8.815043e-01	3.333333e-01
8.540085e-01	3.085313e-02	3.333333e-01
3.148550e-01	4.127655e-01	3.333333e-01
9.918727e-01	2.584835e-01	3.333333e-01
8.997223e-01	5.895553e-01	3.333333e-01
3.806559e-01	8.106153e-01	3.333333e-01
4.271819e-01	6.502499e-01	3.333333e-01
1.886132e-01	7.226778e-01	3.333333e-01
8.251563e-01	1.191713e-01	3.333333e-01
9.257184e-01	6.772561e-01	3.333333e-01
6.214345e-01	2.471438e-01	3.333333e-01
4.829758e-01	4.503441e-01	3.333333e-01
5.402198e-01	9.332897e-01	3.333333e-01
5.725190e-01	2.417856e-01	3.333333e-01
2.756537e-01	8.305198e-01	3.333333e-01
5.286517e-02	4.482837e-01	3.333333e-01
8.699494e-01	7.450527e-01	3.333333e-01
7.115684e-01	3.588369e-01	3.333333e-01
3.002873e-01	7.752634e-01	3.333333e-01
9.628224e-01	9.135541e-01	3.333333e-01
2.338300e-01	9.704420e-01	3.333333e-01
5.421734e-01	4.919950e-02	3.333333e-01
6.840536e-01	7.360109e-01	3.333333e-01
3.607218e-01	2.084052e-02	3.333333e-01
2.639484e-01	9.790811e-01	3.333333e-01
5.548413e-01	8.099694e-01	3.333333e-01
3.625251e-02	7.818112e-01	3.333333e-01
8.352493e-01	9.714519e-01	3.333333e-01
3.779394e-01	5.677021e-01	3.333333e-01
4.463916e-01	6.369034e-01	3.333333e-01
5.933202e-01	8.513427e-01	3.333333e-01
8.080489e-01	4.818043e-01	3.333333e-01
5.850958e-01	6.017526e-01	3.333333e-01
9.767158e-01	2.280889e-01	3.333333e-01
4.303552e-02	7.263937e-01	3.333333e-01
4.440364e-02	1.059019e-01	3.333333e-01
9.884797e-01	8.244473e-01	3.333333e-01
8.876058e-01	3.389802e-01	3.333333e-01
5.929014e-01	1.901324e-01	3.333333e-01
1.626743e-02	5.110591e-01	3.333333e-01
3.985724e-01	4.793520e-01	3.333333e-01
5.900857e-01	2.180435e-01	3.333333e-01
6.357639e-01	4.942784e-01	3.333333e-01
9.293076e-03	4.916569e-01	3.333333e-01
7.422876e-01	4.035449e-01	3.333333e-01
7.507381e-01	2.910242e-01	3.333333e-01
6.898033e-01	9.754462e-01	3.333333e-01
5.664448e-01	7.618776e-01	3.333333e-01
5.200052e-01	6.501519e-02	3.333333e-01
6.203522e-01	5.866618e-01	3.333333e-01
4.478087e-01	4.749928e-01	3.333333e-01
8.997942e-01	4.271588e-01	3.333333e-01
8.339811e-01	7.391604e-01	3.333333e-01
2.330527e-01	8.121867e-01	3.333333e-01
8.885631e-02	9.835448e-01	3.333333e-01
6.761471e-01	5.151364e-01	3.333333e-01
4.103097e-01	9.669301e-01	3.333333e-01
3.743865e-01	3.462293e-01	3.333333e-01
4.744882e-01	8.094745e-01	3.333333e-01
4.330130e-01	8.467079e-01	3.333333e-01
2.612175e-01	5.362529e-01	3.333333e-01
3.625236e-01	3.499569e-01	3.333333e-01
3.500504e-01	8.895713e-01	3.333333e-01
9.136809e-02	8.809261e-01	3.333333e-01
7.447915e-01	5.596133e-02	3.333333e-01
1.616134e-01	1.713733e-01	3.333333e-01
3.211504e-01	6.826076e-01	3.333333e-01
1.692701e-01	7.685730e-01	3.333333e-01
6.844932e-01	4.521440e-01	3.333333e-01
5.103414e-01	2.128733e-01	3.333333e-01
8.067148e-01	5.992688e-01	3.333333e-01
5.011382e-01	6.236986e-01	3.333333e-01
9.171422e-01	7.591795e-01	3.333333e-01
4.828304e-02	5.693953e-01	3.333333e-01
9.749544e-01	1.757674e-01	3.333333e-01
5.101555e-01	4.695475e-01	3.333333e-01
6.430360e-01	7.546794e-01	3.333333e-01
5.350268e-01	8.251280e-01	3.333333e-01
