1002 
0.0000000000000000e+00	0.0000000000000000e+00	1.7901521999999999e-04	8.3832127999999995e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	7.4969057000000001e-04	1.0276709000000001e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.1944757000000000e-03	4.4552700000000001e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	2.5795443000000001e-03	5.4727464999999997e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	2.8055857000000000e-03	5.1569400000000001e-02	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	4.9413749000000000e-03	5.1705226999999998e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	6.2314681999999996e-03	7.3076777999999998e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	7.1225439999999998e-03	5.2422506999999996e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	7.3480411000000001e-03	9.9120896999999997e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	8.4171238000000006e-03	7.3703392000000001e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.0560725000000000e-02	5.2201927000000004e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.0774705000000001e-02	4.1268930999999998e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.0958051000000000e-02	5.9748427000000004e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.2040446000000000e-02	7.3906221000000005e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.2245310000000001e-02	8.3085030000000004e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.2379515000000001e-02	1.5408401999999999e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.3062664000000000e-02	8.2292626999999996e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.3614907000000001e-02	4.0545516000000002e-03	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.4923244000000000e-02	7.3988679000000002e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.6788941000000002e-02	8.2984970000000002e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.6794495000000000e-02	9.4579575000000005e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.7896614000000002e-02	4.5480602000000002e-02	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.8364485999999999e-02	8.2439121999999998e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	1.9351976000000000e-02	4.3037997000000000e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	2.3015979999999998e-02	4.3450204999999999e-02	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	2.3097257000000000e-02	8.9379076000000002e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	2.3953009000000001e-02	6.7969504000000003e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	2.5591197000000000e-02	2.6367510000000000e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	2.6578448000000001e-02	2.6690607000000000e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	2.7023710999999999e-02	5.5737228999999999e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	2.8217840000000001e-02	4.7619396000000003e-01	3.3333333333333331e-01
0.0000000000000000e+00	0.0000000000000000e+00	2.9441419999999999e-02	5.9303373999999998e-01	3.3333333333333331e-01
